model,method,frac,checkpoint name,file path,best accuracy
Exp3/mobilenet,Glister,0.1,CIFAR10_MobileNetV3Small_Glister_exp0_epoch200_2023-05-03 00:35:53.454313_0.1_,/projectnb/ds563/hsharma/DeepCore/Exp3/mobilenet,39.340000
Exp3/mobilenet,Glister,0.1,CIFAR10_MobileNetV3Small_Glister_exp0_epoch200_2023-05-03 00:47:00.753236_0.1_,/projectnb/ds563/hsharma/DeepCore/Exp3/mobilenet,38.070000
Exp3/mobilenet,Glister,0.1,CIFAR10_MobileNetV3Small_Glister_exp0_epoch200_2023-05-03 00:58:07.680813_0.1_,/projectnb/ds563/hsharma/DeepCore/Exp3/mobilenet,36.990000
Exp3/mobilenet,Glister,0.5,CIFAR10_MobileNetV3Small_Glister_exp0_epoch200_2023-05-03 01:09:26.205884_0.5_,/projectnb/ds563/hsharma/DeepCore/Exp3/mobilenet,72.240000
Exp3/mobilenet,Glister,0.5,CIFAR10_MobileNetV3Small_Glister_exp0_epoch200_2023-05-03 01:32:05.055774_0.5_,/projectnb/ds563/hsharma/DeepCore/Exp3/mobilenet,71.760000
Exp3/mobilenet,Glister,0.5,CIFAR10_MobileNetV3Small_Glister_exp0_epoch200_2023-05-03 01:54:48.875219_0.5_,/projectnb/ds563/hsharma/DeepCore/Exp3/mobilenet,73.210000
Exp3/mobilenet,GraNd,0.1,CIFAR10_MobileNetV3Small_GraNd_exp0_epoch200_2023-05-03 03:08:44.836536_0.1_,/projectnb/ds563/hsharma/DeepCore/Exp3/mobilenet,
Exp3/mobilenet,GraNd,0.5,CIFAR10_MobileNetV3Small_GraNd_exp0_epoch200_2023-05-03 03:09:09.949558_0.5_,/projectnb/ds563/hsharma/DeepCore/Exp3/mobilenet,
Exp3/mobilenet,Submodular,0.1,CIFAR10_MobileNetV3Small_Submodular_exp0_epoch200_2023-05-03 03:26:20.373571_0.1_,/projectnb/ds563/hsharma/DeepCore/Exp3/mobilenet,59.430000
Exp3/mobilenet,Submodular,0.1,CIFAR10_MobileNetV3Small_Submodular_exp0_epoch200_2023-05-03 03:35:34.518260_0.1_,/projectnb/ds563/hsharma/DeepCore/Exp3/mobilenet,59.520000
Exp3/mobilenet,Submodular,0.1,CIFAR10_MobileNetV3Small_Submodular_exp0_epoch200_2023-05-03 03:44:46.519819_0.1_,/projectnb/ds563/hsharma/DeepCore/Exp3/mobilenet,60.710000
Exp3/mobilenet,Submodular,0.5,CIFAR10_MobileNetV3Small_Submodular_exp0_epoch200_2023-05-03 03:53:58.739736_0.5_,/projectnb/ds563/hsharma/DeepCore/Exp3/mobilenet,76.600000
Exp3/mobilenet,Submodular,0.5,CIFAR10_MobileNetV3Small_Submodular_exp0_epoch200_2023-05-03 04:22:35.167839_0.5_,/projectnb/ds563/hsharma/DeepCore/Exp3/mobilenet,75.940000
Exp3/mobilenet,Submodular,0.5,CIFAR10_MobileNetV3Small_Submodular_exp0_epoch200_2023-05-03 04:51:13.320956_0.5_,/projectnb/ds563/hsharma/DeepCore/Exp3/mobilenet,75.990000
Exp3/mobilenet,Uniform,0.1,CIFAR10_MobileNetV3Small_Uniform_exp0_epoch200_2023-05-03 02:08:10.675075_0.1_,/projectnb/ds563/hsharma/DeepCore/Exp3/mobilenet,58.510000
Exp3/mobilenet,Uniform,0.1,CIFAR10_MobileNetV3Small_Uniform_exp0_epoch200_2023-05-03 02:15:17.747803_0.1_,/projectnb/ds563/hsharma/DeepCore/Exp3/mobilenet,58.110000
Exp3/mobilenet,Uniform,0.1,CIFAR10_MobileNetV3Small_Uniform_exp0_epoch200_2023-05-03 02:22:24.592004_0.1_,/projectnb/ds563/hsharma/DeepCore/Exp3/mobilenet,58.650000
Exp3/mobilenet,Uniform,0.5,CIFAR10_MobileNetV3Small_Uniform_exp0_epoch200_2023-05-03 02:29:27.327309_0.5_,/projectnb/ds563/hsharma/DeepCore/Exp3/mobilenet,74.620000
Exp3/mobilenet,Uniform,0.5,CIFAR10_MobileNetV3Small_Uniform_exp0_epoch200_2023-05-03 02:48:22.849552_0.5_,/projectnb/ds563/hsharma/DeepCore/Exp3/mobilenet,74.960000
Exp3/mobilenet,Uniform,0.5,CIFAR10_MobileNetV3Small_Uniform_exp0_epoch200_2023-05-03 03:07:20.847888_0.5_,/projectnb/ds563/hsharma/DeepCore/Exp3/mobilenet,76.040000
