model,method,frac,checkpoint name,file path,best accuracy
Exp1/mobilenet,GraNd,0.5,CIFAR10_MobileNetV3Small_GraNd_exp0_epoch200_2023-05-01 03:18:09.169562_0.5_,/projectnb/ds563/hsharma/DeepCore/Exp1/mobilenet,19.490000
Exp1/mobilenet,GraNd,0.5,CIFAR10_MobileNetV3Small_GraNd_exp0_epoch200_2023-05-01 03:55:51.952826_0.5_,/projectnb/ds563/hsharma/DeepCore/Exp1/mobilenet,26.580000
Exp1/mobilenet,GraNd,0.5,CIFAR10_MobileNetV3Small_GraNd_exp0_epoch200_2023-05-01 04:33:10.999634_0.5_,/projectnb/ds563/hsharma/DeepCore/Exp1/mobilenet,27.810000
Exp1/mobilenet,Submodular,0.1,CIFAR10_MobileNetV3Small_Submodular_exp0_epoch200_2023-05-01 11:30:37.064509_0.1_,/projectnb/ds563/hsharma/DeepCore/Exp1/mobilenet,49.690000
Exp1/mobilenet,Submodular,0.1,CIFAR10_MobileNetV3Small_Submodular_exp0_epoch200_2023-05-01 11:43:34.270713_0.1_,/projectnb/ds563/hsharma/DeepCore/Exp1/mobilenet,50.110000
Exp1/mobilenet,Submodular,0.1,CIFAR10_MobileNetV3Small_Submodular_exp0_epoch200_2023-05-01 11:56:16.238441_0.1_,/projectnb/ds563/hsharma/DeepCore/Exp1/mobilenet,33.610000
Exp1/mobilenet,Submodular,0.1,CIFAR10_MobileNetV3Small_Submodular_exp0_epoch200_2023-05-01 12:09:10.398958_0.1_,/projectnb/ds563/hsharma/DeepCore/Exp1/mobilenet,48.990000
Exp1/mobilenet,Submodular,0.1,CIFAR10_MobileNetV3Small_Submodular_exp0_epoch200_2023-05-01 12:21:26.328551_0.1_,/projectnb/ds563/hsharma/DeepCore/Exp1/mobilenet,50.540000
Exp1/mobilenet,Submodular,0.5,CIFAR10_MobileNetV3Small_Submodular_exp0_epoch200_2023-05-01 12:34:05.770247_0.5_,/projectnb/ds563/hsharma/DeepCore/Exp1/mobilenet,33.080000
Exp1/mobilenet,Submodular,0.5,CIFAR10_MobileNetV3Small_Submodular_exp0_epoch200_2023-05-01 13:06:28.987222_0.5_,/projectnb/ds563/hsharma/DeepCore/Exp1/mobilenet,30.180000
Exp1/mobilenet,Submodular,0.5,CIFAR10_MobileNetV3Small_Submodular_exp0_epoch200_2023-05-01 13:39:51.621465_0.5_,/projectnb/ds563/hsharma/DeepCore/Exp1/mobilenet,29.090000
Exp1/mobilenet,Submodular,0.5,CIFAR10_MobileNetV3Small_Submodular_exp0_epoch200_2023-05-01 14:13:02.289836_0.5_,/projectnb/ds563/hsharma/DeepCore/Exp1/mobilenet,40.110000
Exp1/mobilenet,Submodular,0.5,CIFAR10_MobileNetV3Small_Submodular_exp0_epoch200_2023-05-01 14:44:54.839933_0.5_,/projectnb/ds563/hsharma/DeepCore/Exp1/mobilenet,33.440000
Exp1/mobilenet,Uniform,0.1,CIFAR10_MobileNetV3Small_Uniform_exp0_epoch200_2023-05-01 08:50:48.553998_0.1_,/projectnb/ds563/hsharma/DeepCore/Exp1/mobilenet,34.010000
Exp1/mobilenet,Uniform,0.1,CIFAR10_MobileNetV3Small_Uniform_exp0_epoch200_2023-05-01 09:00:28.348409_0.1_,/projectnb/ds563/hsharma/DeepCore/Exp1/mobilenet,43.970000
Exp1/mobilenet,Uniform,0.1,CIFAR10_MobileNetV3Small_Uniform_exp0_epoch200_2023-05-01 09:11:02.392574_0.1_,/projectnb/ds563/hsharma/DeepCore/Exp1/mobilenet,41.840000
Exp1/mobilenet,Uniform,0.1,CIFAR10_MobileNetV3Small_Uniform_exp0_epoch200_2023-05-01 09:21:02.434649_0.1_,/projectnb/ds563/hsharma/DeepCore/Exp1/mobilenet,39.180000
Exp1/mobilenet,Uniform,0.1,CIFAR10_MobileNetV3Small_Uniform_exp0_epoch200_2023-05-01 09:30:43.312401_0.1_,/projectnb/ds563/hsharma/DeepCore/Exp1/mobilenet,34.980000
Exp1/mobilenet,Uniform,0.5,CIFAR10_MobileNetV3Small_Uniform_exp0_epoch200_2023-05-01 09:40:26.040214_0.5_,/projectnb/ds563/hsharma/DeepCore/Exp1/mobilenet,29.190000
Exp1/mobilenet,Uniform,0.5,CIFAR10_MobileNetV3Small_Uniform_exp0_epoch200_2023-05-01 10:02:49.040508_0.5_,/projectnb/ds563/hsharma/DeepCore/Exp1/mobilenet,35.670000
Exp1/mobilenet,Uniform,0.5,CIFAR10_MobileNetV3Small_Uniform_exp0_epoch200_2023-05-01 10:24:33.662191_0.5_,/projectnb/ds563/hsharma/DeepCore/Exp1/mobilenet,24.970000
Exp1/mobilenet,Uniform,0.5,CIFAR10_MobileNetV3Small_Uniform_exp0_epoch200_2023-05-01 10:46:13.087341_0.5_,/projectnb/ds563/hsharma/DeepCore/Exp1/mobilenet,33.320000
Exp1/mobilenet,Uniform,0.5,CIFAR10_MobileNetV3Small_Uniform_exp0_epoch200_2023-05-01 11:08:16.863970_0.5_,/projectnb/ds563/hsharma/DeepCore/Exp1/mobilenet,32.630000
